First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
Pamela,Thompson,Mccarthy-Abbott,898 Morris Trail Apt. 867,Medinafort,Arizona,12580,Quality second culture store firm point yard dinner lose.,Spinach,30-05-2024,63,Rare,Medical illustrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-10, 2024-02-05 - 2024-05-30",Medical illustrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 63 units of Spinach on 2024-05-10.
Karen,Bishop,Perry-Sims,0341 Hardin Pike Apt. 349,Paceview,Arizona,47168,Member loss brother generation less person character really center nation open program.,Carrots,15-09-2024,61,Instable,"Horticulturist, commercial with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-14, 2024-04-05 - 2024-09-15","Horticulturist, commercial with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 61 units of Carrots on 2024-07-14."
Karen,Carr,James-Howard,4197 Gregory Springs,North Vanessaton,Delaware,10162,Out be any country after create I condition discussion heart by.,Milk,23-11-2024,46,Rare,Pathologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-01, 2024-05-25 - 2024-11-23",Pathologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 46 units of Milk on 2024-09-01.
Cameron,Moreno,Padilla Ltd,82098 Jason Ways Suite 996,Alexisland,Utah,77303,Officer drop pass story effort direction himself design sing travel.,Yogurt,23-07-2024,53,Instable,Further education lecturer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-19, 2024-04-11 - 2024-07-23",Further education lecturer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 53 units of Yogurt on 2024-07-19.
Trevor,Smith,Castro LLC,5985 Love Knolls,Jamieburgh,Florida,27145,College plant ground particular already themselves win success his though often.,Cucumbers,14-01-2025,97,Instable,Advertising copywriter with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-15, 2024-06-09 - 2025-01-14",Advertising copywriter with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 97 units of Cucumbers on 2024-11-15.
Tyler,Daugherty,Young-Lopez,36847 Chad Locks,Frankbury,Vermont,55678,Available road staff others then huge value especially left past design drug.,Cucumbers,25-05-2025,32,Instable,Estate manager/land agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-04, 2024-09-15 - 2025-05-25",Estate manager/land agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 32 units of Cucumbers on 2025-03-04.
Ronald,West,Hess Ltd,85745 Joseph Parkway Suite 007,New John,Kentucky,45942,Economic fast that price another but try morning pretty strong available mean.,Spinach,19-10-2024,31,Rare,Industrial/product designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-18, 2024-08-29 - 2024-10-19",Industrial/product designer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 31 units of Spinach on 2024-10-18.
April,Hines,Quinn-Lewis,2850 Chavez Track Apt. 128,South Marthahaven,Connecticut,42062,Business never thought however room market that simply world Mrs as stop radio.,Milk,04-10-2024,96,Rare,Forensic psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-31, 2024-07-22 - 2024-10-04",Forensic psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 96 units of Milk on 2024-08-31.
Jennifer,Burton,"Dougherty, Mitchell and Norton",9121 Rush Cliff,New Briana,South Carolina,8375,Model allow school fish despite practice model method air able mean sometimes reality.,Berries,03-09-2024,76,Instable,Sports coach with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-18, 2024-04-29 - 2024-09-03",Sports coach with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 76 units of Berries on 2024-07-18.
Laura,Watts,Carlson-Sawyer,47754 Haynes Village Apt. 092,Melissamouth,Massachusetts,3031,Between man person like person old natural speech free generation ready increase training.,Spinach,29-07-2024,11,Only Once,"Loss adjuster, chartered with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-09, 2024-02-25 - 2024-07-29","Loss adjuster, chartered with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 11 units of Spinach on 2024-07-09."
Paula,Garcia,Guzman-Carpenter,3519 Martinez Trail Apt. 243,Ellisland,Vermont,42048,Meet sure whatever soon if little.,Cheese,07-09-2024,50,Only Once,Armed forces logistics/support/administrative officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-23, 2024-03-01 - 2024-09-07",Armed forces logistics/support/administrative officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 50 units of Cheese on 2024-08-23.
William,Woods,Davis-Pineda,8387 Kennedy Gateway,New Gloriamouth,Florida,35695,Son soon best language line child nothing service beat term everything.,Tomatoes,19-11-2024,54,Instable,Patent examiner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-09, 2024-08-21 - 2024-11-19",Patent examiner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 54 units of Tomatoes on 2024-11-09.
Austin,Smith,"Pineda, Lewis and Houston",3691 Abigail Land,New Elizabethville,Alabama,35471,Light gun talk day bill use help great according father page painting.,Berries,06-05-2025,19,Only Once,English as a foreign language teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-09, 2025-02-25 - 2025-05-06",English as a foreign language teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 19 units of Berries on 2025-04-09.
Jamie,Rogers,"Watson, Stone and Shaw",9101 Lowe Avenue,New Leah,Pennsylvania,89340,Charge better determine woman statement rather or.,Yogurt,02-07-2024,65,Only Once,Engineering geologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-26, 2024-03-06 - 2024-07-02",Engineering geologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 65 units of Yogurt on 2024-04-26.
Taylor,Fischer,"Aguilar, Everett and Shannon",633 Sanders Cliffs Apt. 092,Jonesview,Arizona,93048,Total approach wish walk future happy.,Cucumbers,06-08-2024,83,Only Once,Logistics and distribution manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-31, 2024-04-29 - 2024-08-06",Logistics and distribution manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 83 units of Cucumbers on 2024-07-31.
Nicholas,Reeves,Leonard-Andrade,595 Hernandez Unions Apt. 983,North Mary,Montana,58696,Simply capital agreement success number role son compare prepare by ever how.,Carrots,23-07-2024,35,Frequent,Advertising art director with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-20, 2024-02-23 - 2024-07-23",Advertising art director with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 35 units of Carrots on 2024-06-20.
Mark,Stewart,Lewis and Sons,7725 Snyder Mission,South Marybury,New Hampshire,79125,Alone skin necessary Democrat hit account decision.,Lettuce,02-01-2025,35,Frequent,Cabin crew with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-04, 2024-06-12 - 2025-01-02",Cabin crew with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 35 units of Lettuce on 2024-11-04.
Jamie,Bowen,Molina Inc,57886 Jesus Forks,Jonathanview,Minnesota,86609,Reveal western prove ground language last field your professor too song husband.,Berries,17-11-2024,84,Only Once,Estate agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-28, 2024-08-13 - 2024-11-17",Estate agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 84 units of Berries on 2024-09-28.
Mary,Oconnell,Miller-Jordan,0720 Gardner Junction Apt. 030,South Nicholas,Utah,19052,Probably why more building loss hope country central country six feeling.,Tomatoes,01-12-2024,21,Instable,Bookseller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-17, 2024-05-01 - 2024-12-01",Bookseller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 21 units of Tomatoes on 2024-10-17.
Rebecca,Snyder,"Jones, Li and Carney",1588 Jared Squares Suite 081,Savannahborough,Vermont,65064,Suddenly image former beat personal indicate service try miss your herself.,Apples,18-12-2024,20,Frequent,Chiropodist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-17, 2024-06-10 - 2024-12-18",Chiropodist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 20 units of Apples on 2024-10-17.
Erica,Jackson,Williams Ltd,343 Landry Isle Suite 902,East Walter,Maryland,85709,Feel miss without guess third ever field easy another inside less him ever.,Cheese,13-08-2024,9,Frequent,Economist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-16, 2024-02-21 - 2024-08-13",Economist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 9 units of Cheese on 2024-06-16.
James,Clark,"Moses, Anderson and Sloan",22141 Harris Avenue,Donnaside,Illinois,16681,School seek teacher age perform outside might short rather a building possible.,Yogurt,11-07-2024,12,Rare,International aid/development worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-24, 2024-05-05 - 2024-07-11",International aid/development worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 12 units of Yogurt on 2024-06-24.
Anthony,Roy,Browning LLC,863 Morse Freeway,Shannonton,West Virginia,6342,Interesting discussion road feel our a likely bill contain.,Milk,05-10-2024,89,Instable,"Civil engineer, consulting with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-24, 2024-05-21 - 2024-10-05","Civil engineer, consulting with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 89 units of Milk on 2024-07-24."
